지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),평균 전운량(1/10),안개 계속시간(hr)
254,순창군,2024-05-29,20.3,,1.4,59.4,,,2.1,
254,순창군,2024-05-30,20.4,0,1.3,63.3,,,9.9,
254,순창군,2024-05-31,20.8,,2,57.5,,,4.5,
254,순창군,2024-06-01,18.2,0,2.2,63.9,,,5.3,
254,순창군,2024-06-02,18.9,,1.9,57.5,,,5.8,
254,순창군,2024-06-03,19.7,0,1.6,61.6,,,2.9,
254,순창군,2024-06-04,21.1,,1.6,66.9,,,0.9,
254,순창군,2024-06-05,22,,1.5,65.9,,,7.5,
254,순창군,2024-06-06,21.9,,1.5,60.9,,,7.1,
254,순창군,2024-06-07,21.5,0,1.6,60.6,,,8.4,
254,순창군,2024-06-08,19.6,5.7,0.7,88.8,,,8.8,
254,순창군,2024-06-09,22.7,,1.3,74,,,5.4,
254,순창군,2024-06-10,23.7,,1.8,65.5,,,2,
254,순창군,2024-06-11,24.2,,1.5,66.4,,,2.9,
254,순창군,2024-06-12,24.9,,1.3,58,,,1.8,
254,순창군,2024-06-13,25.7,,1.4,54.3,,,1.3,
254,순창군,2024-06-14,25.2,,1.2,64.4,,,5.4,
254,순창군,2024-06-15,25.5,,1.9,66.4,,,4.3,
254,순창군,2024-06-16,23.7,,2,61,,,4.8,
254,순창군,2024-06-17,21.8,,1,68.4,,,7,
254,순창군,2024-06-18,23.9,,1.9,53.6,,,0.9,
254,순창군,2024-06-19,25.8,,1.6,52.9,,,6.8,
254,순창군,2024-06-20,22.3,,1.4,69.1,,,9.4,
254,순창군,2024-06-21,25.3,,1.5,65.9,,,8,
254,순창군,2024-06-22,23.5,46.4,1.8,87.8,,,9,
254,순창군,2024-06-23,23.9,0.9,2.4,85,,,7.1,
254,순창군,2024-06-24,24,0,2.1,76.9,,,8.8,
254,순창군,2024-06-25,22.1,,1.7,62.8,,,7.4,
254,순창군,2024-06-26,23,,1.3,63,,,4.9,
254,순창군,2024-06-27,20.2,0.1,0.7,77.3,,,8.4,
254,순창군,2024-06-28,24.5,,1.1,66.3,,,4,
254,순창군,2024-06-29,23.4,48.1,1.6,86.3,,,9.1,
254,순창군,2024-06-30,24.4,57.5,3,89.8,,,9.5,
254,순창군,2024-07-01,26.2,0,1.7,76.1,,,6.3,
254,순창군,2024-07-02,26.8,14.9,2.6,79.9,,,9.5,
254,순창군,2024-07-03,26.6,32.4,2.9,75.6,,,5,
254,순창군,2024-07-04,27.4,,1.7,75.9,,,2.1,
254,순창군,2024-07-05,27,13.1,2.7,72.4,,,6.6,
262,고흥,2023-06-01,17.3,0.6,0.5,90.9,,,8.5,
262,고흥,2023-06-02,22.5,9.5,1.8,72.4,,,3,
262,고흥,2023-06-03,20.4,,1.3,67.9,,,2.3,
262,고흥,2023-06-04,20.3,,1.4,58.9,,,7.4,
262,고흥,2023-06-05,20.6,0,1.5,62,,,9.6,
262,고흥,2023-06-06,19.2,0,1.2,77.4,,,4.5,
262,고흥,2023-06-07,19.7,,1.2,76.3,,,5.8,
262,고흥,2023-06-08,19.8,,0.8,81.9,,,6,
262,고흥,2023-06-09,21,,1.2,80.8,,,3.8,
262,고흥,2023-06-10,21.2,0.6,1.4,84.3,,,4.5,
262,고흥,2023-06-11,22.2,0,1.2,82.8,,,6,
262,고흥,2023-06-12,22.2,,1,79.3,,,4.1,
262,고흥,2023-06-13,21.3,,1,81.3,,,5.6,
262,고흥,2023-06-14,21.4,,1.1,72.6,,,3.9,
262,고흥,2023-06-15,20.6,,1.1,76.1,,,2.6,
262,고흥,2023-06-16,21.2,,1.1,68.4,,,3.1,
262,고흥,2023-06-17,22.1,,1.1,66.4,,,6.6,
262,고흥,2023-06-18,23.4,,1.1,68.3,,,6.9,
262,고흥,2023-06-19,22.6,,1.6,77,,,4.8,
262,고흥,2023-06-20,21.1,18.8,1.8,80.9,,,7.1,
262,고흥,2023-06-21,21.7,3.9,1.6,91,,,6.3,
262,고흥,2023-06-22,22.4,,2.3,74.9,,,4.6,
262,고흥,2023-06-23,22.4,,1.4,78,,,5.1,
262,고흥,2023-06-24,21.6,,1.5,81.3,,,8.5,
262,고흥,2023-06-25,20.5,25.9,1,92.8,,,10,
262,고흥,2023-06-26,23.5,30.6,2.2,94,,,9.4,
262,고흥,2023-06-27,23.8,41.8,1.9,93,,,8.5,
262,고흥,2023-06-28,21.4,85.5,1.1,94.1,,,8.1,
262,고흥,2023-06-29,24.2,29.5,1.8,92.8,,,8.5,
262,고흥,2023-06-30,22.9,21.2,1.3,95,,,9.9,
262,고흥,2023-07-01,22.8,,1,92.9,,,6,
262,고흥,2023-07-02,23.6,,0.8,89.4,,,7.8,
262,고흥,2023-07-03,23.8,7,0.9,92,,,8.4,
262,고흥,2023-07-04,22.5,18,1,98.5,,,9.9,
262,고흥,2023-07-05,24.6,32.8,1.9,84.5,,,4.5,
262,고흥,2023-07-06,23.9,,1,83.1,,,6.1,
262,고흥,2023-07-07,22.4,33.9,0.9,96.6,,,9.5,
262,고흥,2023-07-08,23.4,11.8,0.6,96.9,,,8.6,
262,고흥,2023-07-09,24.6,5.5,1,94.5,,,8.5,
262,고흥,2023-07-10,25.5,10.4,1.3,89.3,,,6.8,
262,고흥,2023-07-11,25.2,0.1,1.6,91.4,,,7.5,
262,고흥,2023-07-12,25.4,11,1.2,91,,,8.3,
262,고흥,2023-07-13,25.5,2.9,1.1,89.3,,,9.9,
262,고흥,2023-07-14,25.7,1.6,2.1,83.6,,,9.5,
262,고흥,2023-07-15,25.3,6.8,2.3,86.9,,,9.1,
262,고흥,2023-07-16,23.3,59.2,0.7,97.5,,,7.9,
262,고흥,2023-07-17,25.5,40,1.3,93.3,,,7.3,
262,고흥,2023-07-18,24.5,91.4,1.6,94.6,,,9.1,
262,고흥,2023-07-19,23.9,,0.8,92.5,,,6.1,
262,고흥,2023-07-20,24.2,,0.7,89.5,,,7.8,
262,고흥,2023-07-21,23.5,,1.1,88.3,,,5.4,
262,고흥,2023-07-22,24.1,13.4,1.4,90.1,,,8.8,
262,고흥,2023-07-23,26.3,25.6,2.6,88.6,,,9.4,
262,고흥,2023-07-24,25.1,36.6,1.4,93.6,,,9.3,
262,고흥,2023-07-25,25.4,0,1.1,88.5,,,9.1,
262,고흥,2023-07-26,26.3,6.6,1,89.3,,,6.8,
262,고흥,2023-07-27,26.6,,0.9,85.8,,,6.5,
262,고흥,2023-07-28,26,,0.7,86,,,8.5,
262,고흥,2023-07-29,27,,0.7,81.9,,,4.3,
262,고흥,2023-07-30,26.4,,0.9,83.6,,,4,
262,고흥,2023-07-31,26.8,,0.6,82.5,,,4.4,
262,고흥,2023-08-01,26.5,,0.8,83.3,,,3.6,
262,고흥,2023-08-02,27.1,,0.7,82.9,,,3.1,
262,고흥,2023-08-03,27.3,,0.8,79.3,,,2.5,
262,고흥,2023-08-04,27.3,,0.9,79.9,,,4.1,
262,고흥,2023-08-05,28.4,,0.7,76.8,,,2.8,
262,고흥,2023-08-06,28.2,,1.1,78.6,,,4.5,
262,고흥,2023-08-07,28.4,5.2,1.1,79.8,,,4.9,
262,고흥,2023-08-08,29,,1.4,73.4,,,4.1,
262,고흥,2023-08-09,25.6,27.1,2.3,85.1,,,9.1,
262,고흥,2023-08-10,24.2,47.7,2.9,83.4,,,7.4,
262,고흥,2023-08-11,25.5,,1.3,82.3,,,5.3,
262,고흥,2023-08-12,25.7,,1,80.6,,,4.9,
262,고흥,2023-08-13,25.6,,0.8,84.4,,,4.1,
262,고흥,2023-08-14,26,,0.6,83.6,,,3.6,
262,고흥,2023-08-15,26.3,5.4,1,83.9,,,4.4,
262,고흥,2023-08-16,26.3,,0.8,88.5,,,6.4,
262,고흥,2023-08-17,25.3,0,0.9,87.8,,,5.1,
262,고흥,2023-08-18,25.2,0,0.7,86.3,,,5.4,
262,고흥,2023-08-19,26.9,2.5,0.7,83.8,,,5.5,
262,고흥,2023-08-20,26.4,0,0.7,84.8,,,3.3,
262,고흥,2023-08-21,26.4,,1.1,84.3,,,4.1,
262,고흥,2023-08-22,27.6,0,2.2,77.4,,,5.5,
262,고흥,2023-08-23,26.9,12.3,1.7,84.3,,,8.3,
262,고흥,2023-08-24,25.3,14,1.1,90.5,,,7.6,
262,고흥,2023-08-25,25.3,,1,81,,,1.4,
262,고흥,2023-08-26,24.9,,0.7,82.3,,,2.1,
262,고흥,2023-08-27,25.7,0,1,83.5,,,4.6,
262,고흥,2023-08-28,26,27.1,1.7,84.5,,,7.9,
262,고흥,2023-08-29,26.3,10.1,2.3,87.9,,,8.1,
262,고흥,2023-08-30,23.7,70.6,1,94.9,,,7.6,
262,고흥,2023-08-31,24.4,0.2,0.7,85.1,,,6,
262,고흥,2023-09-01,24.8,7,1.1,87.4,,,7.4,
262,고흥,2023-09-02,23.6,3.7,0.8,93,,,5.9,
262,고흥,2023-09-03,25.1,1.9,0.9,88.8,,,6.3,
262,고흥,2023-09-04,25.4,11.4,0.8,87.4,,,5.1,
262,고흥,2023-09-05,25.1,,0.7,81.1,,,5.5,
262,고흥,2023-09-06,24.3,,0.7,80.4,,,3.3,
262,고흥,2023-09-07,23.4,,1,70.9,,,0.5,
262,고흥,2023-09-08,22.6,,1,73,,,1.8,
262,고흥,2023-09-09,23,,0.7,77.8,,,2.4,
262,고흥,2023-09-10,22.4,,0.5,83.5,,,6.8,
262,고흥,2023-09-11,24,0,0.7,83.3,,,5.9,
262,고흥,2023-09-12,23.7,0,0.4,87,,,8.1,
262,고흥,2023-09-13,23.4,24.5,0.6,92.1,,,9.6,
262,고흥,2023-09-14,21.9,13.5,0.5,96.6,,,9.9,
262,고흥,2023-09-15,23.4,9.4,1.1,93.4,,,8,
262,고흥,2023-09-16,23.7,30.1,0.5,97.4,,,8.3,
262,고흥,2023-09-17,24.3,11.5,0.6,89.1,,,9,
262,고흥,2023-09-18,24.4,,0.8,85.6,,,3.6,
262,고흥,2023-09-19,22.1,,0.6,86.6,,,5.8,
262,고흥,2023-09-20,23.6,4,2,90,,,8.1,
262,고흥,2023-09-21,21.5,1.5,1.7,89.1,,,8.1,
262,고흥,2023-09-22,21,0,0.7,88.9,,,5.5,
262,고흥,2023-09-23,20.4,,1.1,72.9,,,8.1,
262,고흥,2023-09-24,21.6,,1.9,62.1,,,5.9,
262,고흥,2023-09-25,22.8,0,1,76.3,,,8.6,
262,고흥,2023-09-26,25,0.2,1.1,83,,,7,
262,고흥,2023-09-27,24.6,,1.2,79.6,,,6.5,
262,고흥,2023-09-28,24.1,,1.5,78.5,,,5,
262,고흥,2023-09-29,22.2,,0.7,77.1,,,3.5,
262,고흥,2023-09-30,20.4,2.3,1.1,78.5,,,7,
262,고흥,2023-10-01,19.3,,1.4,68.8,,,2.3,
262,고흥,2023-10-02,18.5,,0.7,69.1,,,5.4,
262,고흥,2023-10-03,18.5,0.5,0.8,80.5,,,7.6,
262,고흥,2023-10-04,19.9,,1.2,75.3,,,6.9,
262,고흥,2023-10-05,18.2,,3,45.8,,,5.1,
262,고흥,2023-10-06,16.5,,0.6,66.1,,,9.9,
262,고흥,2023-10-07,17.3,2.8,0.6,78.9,,,9.6,
262,고흥,2023-10-08,19.3,1.2,1.6,73.8,,,8.3,
262,고흥,2023-10-09,19.7,,1.1,74.4,,,7,
262,고흥,2023-10-10,17.9,,1,77.8,,,5.3,
262,고흥,2023-10-11,17.7,,0.7,76,,,1.8,
262,고흥,2023-10-12,16.8,,0.6,73.6,,,3.5,
262,고흥,2023-10-13,18,,0.5,76.4,,,8.1,
262,고흥,2023-10-14,18.6,,1.2,70.3,,,4.9,
262,고흥,2023-10-15,18.3,,2,70.5,,,1.1,
262,고흥,2023-10-16,16.7,,2.3,70.4,,,0.5,
262,고흥,2023-10-17,16,,1.8,66.6,,,0,
262,고흥,2023-10-18,15.6,,0.7,78.1,,,2.6,
262,고흥,2023-10-19,18.5,0,1,80,,,7.4,
262,고흥,2023-10-20,15.2,0,3.1,55.9,,,4,
262,고흥,2023-10-21,13.6,,1.6,63.5,,,1.8,
262,고흥,2023-10-22,13.6,,1,71.4,,,5.1,
262,고흥,2023-10-23,14.7,,0.6,79.9,,,1,
262,고흥,2023-10-24,14.7,,0.5,77.8,,,3.9,
262,고흥,2023-10-25,16.9,,0.7,81.3,,,0.8,
262,고흥,2023-10-26,18.3,0,1.3,80.6,,,2.3,
262,고흥,2023-10-27,16.6,,2.6,66,,,0,
262,고흥,2023-10-28,14.4,,0.8,76.6,,,0.6,
262,고흥,2023-10-29,14.3,,0.5,84.3,,,1.3,
262,고흥,2023-10-30,15.1,,0.6,82.4,,,0.5,
262,고흥,2023-10-31,15.7,,0.6,73.3,,,0,
262,고흥,2023-11-01,17.7,,1,85.5,,,1.5,
262,고흥,2023-11-02,18.4,,0.7,84.4,,,1.9,
262,고흥,2023-11-03,18.1,,0.8,84.8,,,4,
262,고흥,2023-11-04,20.1,0,0.9,85.9,,,7.9,
262,고흥,2023-11-05,21.9,23.3,2.4,85.5,,,8.6,
262,고흥,2023-11-06,18.7,51.9,3.6,66.1,,,7.1,
262,고흥,2023-11-07,12.6,,3.2,59,,,2,
262,고흥,2023-11-08,10.5,,0.7,76.4,,,2.8,
262,고흥,2023-11-09,16.2,9.2,0.4,84.6,,,7.5,
262,고흥,2023-11-10,11.9,8.2,2.6,54.4,,,7.5,
262,고흥,2023-11-11,7.4,,1.8,55.1,,,5.6,
262,고흥,2023-11-12,7.5,,2.7,57,,,5.3,
262,고흥,2023-11-13,7,,2.4,57.6,,,0,
262,고흥,2023-11-14,8.9,,2.1,67.1,,,1.9,
262,고흥,2023-11-15,8,,0.7,81.3,,,1.4,
262,고흥,2023-11-16,7.9,10.1,0.7,91.9,,,7.4,
262,고흥,2023-11-17,6.8,2.1,2.1,79.9,,,6.1,
262,고흥,2023-11-18,6.3,0.2,4.2,67.9,,,6.1,
262,고흥,2023-11-19,10.9,,1.6,69.6,,,2.1,
262,고흥,2023-11-20,9.5,,1.2,63,,,0.3,
262,고흥,2023-11-21,8.3,,0.6,84.8,,,0.8,
262,고흥,2023-11-22,10.6,,0.6,87.5,,,4.3,
262,고흥,2023-11-23,14.5,,1.8,77.1,,,4.5,
262,고흥,2023-11-24,6,,3.6,51.9,,,4.5,
262,고흥,2023-11-25,2.6,,1.2,52.5,,,0.1,
262,고흥,2023-11-26,4.1,,0.4,64.5,,,5.5,
262,고흥,2023-11-27,10.1,0.2,1.1,70.5,,,6.4,
262,고흥,2023-11-28,7.3,0,2.1,67,,,3.4,
262,고흥,2023-11-29,6.5,0,1.4,71.5,,,5.9,
262,고흥,2023-11-30,3.4,,3,55.8,,,7.3,
262,고흥,2023-12-01,2.9,,1.5,65.8,,,5.8,
262,고흥,2023-12-02,4.5,,0.8,71.5,,,5.5,
262,고흥,2023-12-03,7,,1.5,64.8,,,1.3,
262,고흥,2023-12-04,4.6,,0.5,69.1,,,3.9,
262,고흥,2023-12-05,6.5,,0.6,71.1,,,2.6,
262,고흥,2023-12-06,9.5,,1.4,77.9,,,4.3,
262,고흥,2023-12-07,8.7,,2.2,56.3,,,0,
262,고흥,2023-12-08,12.1,,0.8,79.8,,,1.6,
262,고흥,2023-12-09,15,,0.7,84.3,,,5,
262,고흥,2023-12-10,14.5,2,0.9,86.3,,,7.8,
262,고흥,2023-12-11,13.9,15.8,0.9,95.8,,,8.1,
262,고흥,2023-12-12,11.2,1.7,1.1,92.1,,,9.5,
262,고흥,2023-12-13,11.3,,0.7,80.4,,,5.8,
262,고흥,2023-12-14,11.9,28.9,1.2,88.9,,,8.6,
262,고흥,2023-12-15,13.5,2.2,2.4,89.6,,,9.1,
262,고흥,2023-12-16,3.1,0.1,4.7,76.4,,,8.9,
262,고흥,2023-12-17,-1.5,,2.8,63.6,,,4.5,
262,고흥,2023-12-18,-0.2,0,1.1,64.4,,,7.1,
262,고흥,2023-12-19,2.4,0.5,0.8,76.9,,,7.8,
262,고흥,2023-12-20,1,0,3,69.9,,,7.5,
262,고흥,2023-12-21,-3.8,0,1.9,70.8,,,2.6,
262,고흥,2023-12-22,-3.8,,2.1,67.9,,,1.1,
262,고흥,2023-12-23,-1.5,,0.7,73.3,,,5.9,
262,고흥,2023-12-24,1.7,,1.4,73.9,,,5.1,
262,고흥,2023-12-25,1.1,,1.4,74.9,,,4.1,
262,고흥,2023-12-26,3,,1.1,77.6,,,5.4,
262,고흥,2023-12-27,5,,0.5,76.6,,,6,
262,고흥,2023-12-28,5.1,,1.2,75,,,1.6,
262,고흥,2023-12-29,3,,0.6,78,,,2.5,
262,고흥,2023-12-30,5.3,0.4,0.4,84.8,,,5.6,
262,고흥,2023-12-31,7.5,0,2.4,74,,,7.8,
262,고흥,2024-01-01,4.9,0,0.5,79.6,,,5.5,
262,고흥,2024-01-02,6.3,,0.9,75.8,,,7.3,
262,고흥,2024-01-03,6.1,1.4,2.2,71.5,,,4.9,
262,고흥,2024-01-04,3.2,,1,75.5,,,0.1,
262,고흥,2024-01-05,5.5,,0.6,82.9,,,4.8,
262,고흥,2024-01-06,5.6,,2.1,61.8,,,1.9,
262,고흥,2024-01-07,2.7,,3.1,56.4,,,2.8,
262,고흥,2024-01-08,0.3,,1.2,55.9,,,0.8,
262,고흥,2024-01-09,2.1,2.6,0.5,88.4,,,7.9,
262,고흥,2024-01-10,4.5,,1.7,73.6,,,4.1,
262,고흥,2024-01-11,3.1,,1.7,71.9,,,1.3,
262,고흥,2024-01-12,7.1,,1.8,58.6,,,2.3,
262,고흥,2024-01-13,3.5,,1.4,50,,,0,
262,고흥,2024-01-14,7.2,0,1.4,74.3,,,4.4,
262,고흥,2024-01-15,2.9,,3.4,51,,,0,
262,고흥,2024-01-16,2.2,,0.6,55.8,,,3.8,
262,고흥,2024-01-17,7,0,0.5,73.9,,,8.5,
262,고흥,2024-01-18,10.4,3.5,1,92.5,,,9.8,
262,고흥,2024-01-19,8.1,0.4,2.2,78.5,,,9.8,
262,고흥,2024-01-20,7.4,26.4,2.7,85.6,,,9.6,
262,고흥,2024-01-21,7.2,0.6,1.6,84.8,,,8,
262,고흥,2024-01-22,-0.5,,4.5,65.1,,,8,
262,고흥,2024-01-23,-2.5,,3.7,67,,,6.9,
262,고흥,2024-01-24,-1.2,,4.3,62.5,,,4.1,
262,고흥,2024-01-25,0.3,,2.9,57.1,,,1.8,
262,고흥,2024-01-26,3.2,,2.5,60,,,0.1,
262,고흥,2024-01-27,4.1,,2.1,60.8,,,2.9,
262,고흥,2024-01-28,3,,2.6,60.4,,,0.4,
262,고흥,2024-01-29,1.7,,1.6,65.5,,,0,
262,고흥,2024-01-30,3.4,0.4,0.6,71.4,,,6.5,
262,고흥,2024-01-31,8.8,3.2,0.8,88.4,,,8.9,
262,고흥,2024-02-01,7.5,5.3,0.5,91.8,,,9.8,
262,고흥,2024-02-02,6.9,,0.8,82.6,,,8.9,
262,고흥,2024-02-03,7.6,3.4,1.2,84.3,,,9.8,
262,고흥,2024-02-04,8.5,4.1,1.8,80.1,,,9.6,
262,고흥,2024-02-05,7,7.7,1.6,93.5,,,10,
262,고흥,2024-02-06,5.4,0.6,1.3,84.8,,,8.9,
262,고흥,2024-02-07,2.9,,2.1,69,,,1.9,
262,고흥,2024-02-08,2.2,,1,75.3,,,4.9,
262,고흥,2024-02-09,3.7,,2.4,64.6,,,0.8,
262,고흥,2024-02-10,4.3,,1.1,70.6,,,0.8,
262,고흥,2024-02-11,4.8,,1.9,66.1,,,0.9,
262,고흥,2024-02-12,4.7,,0.9,72.4,,,0,
262,고흥,2024-02-13,8.6,,1,79.1,,,1.9,
262,고흥,2024-02-14,13.5,12.1,0.8,88.5,,,8.4,
262,고흥,2024-02-15,8.8,,2.3,78.8,,,6.5,
262,고흥,2024-02-16,4,,0.7,74,,,2.4,
262,고흥,2024-02-17,5.9,,0.7,81,,,0,
262,고흥,2024-02-18,10.7,43.4,1.4,90.4,,,8,
262,고흥,2024-02-19,15,25.4,2.6,90,,,7.8,
262,고흥,2024-02-20,9.2,9.6,1.6,90.8,,,9.8,
262,고흥,2024-02-21,7.9,21.6,2.3,89.9,,,9.9,
262,고흥,2024-02-22,5.5,2.4,2.2,86.1,,,9.9,
262,고흥,2024-02-23,5.4,1,1.5,77.1,,,9.9,
262,고흥,2024-02-24,5.5,4.9,2.3,72.3,,,10,
262,고흥,2024-02-25,6.1,2,1.5,83.9,,,7,
262,고흥,2024-02-26,6.5,,1.1,70.9,,,4.5,
262,고흥,2024-02-27,7.5,,1.6,55,,,4.3,
262,고흥,2024-02-28,8.8,,2,59.3,,,6.3,
262,고흥,2024-02-29,7.2,6,1.2,81.4,,,9.6,
262,고흥,2024-03-01,1.5,,4,49.3,,,2.1,
262,고흥,2024-03-02,0.7,,1.3,59.6,,,0,
262,고흥,2024-03-03,5.5,0.1,1.1,74.9,,,5.1,
262,고흥,2024-03-04,8.2,1.9,0.7,75.1,,,7.9,
262,고흥,2024-03-05,8.6,1.9,2.2,84.1,,,10,
262,고흥,2024-03-06,10.2,0.5,1.3,71,,,7.9,
262,고흥,2024-03-07,6.9,,2.4,64.4,,,4.9,
262,고흥,2024-03-08,6.1,,3.7,49,,,0,
262,고흥,2024-03-09,5,,2.5,46.3,,,0,
262,고흥,2024-03-10,5.5,,1,56,,,0.5,
262,고흥,2024-03-11,7.1,0.4,0.5,78.6,,,6.3,
262,고흥,2024-03-12,6.6,0.2,2.2,84.4,,,2.9,
262,고흥,2024-03-13,8.1,,2.1,56.4,,,1.5,
262,고흥,2024-03-14,8.6,,1.3,58,,,3.5,
262,고흥,2024-03-15,10.1,,1,50.1,,,0,
262,고흥,2024-03-16,11.8,0,1.1,53.8,,,4.6,
262,고흥,2024-03-17,12.2,0,3,65.6,,,6.8,
262,고흥,2024-03-18,9.7,,1.5,53,,,4.6,
262,고흥,2024-03-19,10.5,,3.3,48.9,,,5.4,
262,고흥,2024-03-20,7,,4.2,45.1,,,0.9,
262,고흥,2024-03-21,6.1,,1.7,56.8,,,0.5,
262,고흥,2024-03-22,10.8,6.5,2.3,76.1,,,7.4,
262,고흥,2024-03-23,16.7,0.1,1.5,70,,,5.4,
262,고흥,2024-03-24,12.5,6.7,2.2,75.8,,,9.6,
262,고흥,2024-03-25,10.9,17.2,2.3,82,,,9.4,
262,고흥,2024-03-26,8.6,17.3,1.6,91,,,8.9,
262,고흥,2024-03-27,9.5,,1.1,83.5,,,7.9,
262,고흥,2024-03-28,11.9,35.1,2,92,,,9,
262,고흥,2024-03-29,11.7,,2.7,81.3,,,2.9,
262,고흥,2024-03-30,12.6,,1.8,75.3,,,2.3,
262,고흥,2024-03-31,11.7,,1.1,77.5,,,4.6,
262,고흥,2024-04-01,13.4,,1,59,,,1.4,
262,고흥,2024-04-02,12.8,26.9,1.3,83.1,,,9.3,
262,고흥,2024-04-03,13.9,38.2,1.8,94.9,,,10,
262,고흥,2024-04-04,13.6,0.6,0.9,85,,,8,
262,고흥,2024-04-05,12.9,,1.4,70.6,,,5.3,
262,고흥,2024-04-06,12,,0.6,80.3,,,5.5,
262,고흥,2024-04-07,14.6,,1,69.3,,,5.4,
262,고흥,2024-04-08,15.5,,0.7,68.5,,,9.5,
262,고흥,2024-04-09,13.1,,1.7,74.3,,,5.5,
262,고흥,2024-04-10,12.4,,1.4,68,,,5.5,
262,고흥,2024-04-11,12.7,0.2,0.7,83.1,,,7.9,
262,고흥,2024-04-12,15,,0.9,75.1,,,3.9,
262,고흥,2024-04-13,16.4,,1,69.8,,,0.6,
262,고흥,2024-04-14,16.6,,1.3,67.5,,,5.6,
262,고흥,2024-04-15,15.8,35.5,1.9,92.3,,,6.3,
262,고흥,2024-04-16,16.1,,2.3,74,,,2.8,
262,고흥,2024-04-17,14.1,,1,65.4,,,6.8,
262,고흥,2024-04-18,16.2,,1.1,65.3,,,0.9,
262,고흥,2024-04-19,17,,1.2,61.3,,,5.3,
262,고흥,2024-04-20,15.1,27.6,1.4,90.8,,,8.6,
262,고흥,2024-04-21,15.2,3.9,0.8,95.4,,,9.3,
262,고흥,2024-04-22,15.7,,1,85.9,,,8.9,
262,고흥,2024-04-23,14.4,1.8,1.3,79.5,,,7.8,
262,고흥,2024-04-24,15,,2.4,75.5,,,3.4,
262,고흥,2024-04-25,16.2,,1.8,69.4,,,2.3,
262,고흥,2024-04-26,16,,0.7,80.9,,,6.9,
262,고흥,2024-04-27,18.3,,1.1,70.6,,,0,
262,고흥,2024-04-28,18.7,,1.1,69.4,,,7.8,
262,고흥,2024-04-29,15.6,65.3,2.2,94.1,,,9.9,
262,고흥,2024-04-30,17.5,0.1,1.6,83,,,9,
262,고흥,2024-05-01,14,0,1.3,81.8,,,7.1,
262,고흥,2024-05-02,14.3,,1.3,71.9,,,4.3,
262,고흥,2024-05-03,15.9,,1,70.6,,,0,
262,고흥,2024-05-04,17.6,4,1.2,70.3,,,7,
262,고흥,2024-05-05,19.3,128.4,5.3,91.3,,,10,
262,고흥,2024-05-06,16.6,1.8,2.2,83.6,,,7,
262,고흥,2024-05-07,16.3,1.8,2.3,75.8,,,7.4,
262,고흥,2024-05-08,13.7,5.5,1.8,79.1,,,6,
262,고흥,2024-05-09,15.8,,1.6,66,,,0,
262,고흥,2024-05-10,16.3,,1.6,64.6,,,0.6,
262,고흥,2024-05-11,18.7,15.2,3.6,83.6,,,7.1,
262,고흥,2024-05-12,18,10.3,2.5,65.6,,,7.1,
262,고흥,2024-05-13,16.7,,1.3,61.6,,,0,
262,고흥,2024-05-14,17.5,,1.2,65.3,,,0,
262,고흥,2024-05-15,15.4,1,3.2,63.8,,,1.6,
262,고흥,2024-05-16,16.7,,3.9,55.1,,,0.4,
262,고흥,2024-05-17,17.6,,1.8,63.3,,,2.9,
262,고흥,2024-05-18,18.7,,1.1,71.6,,,0.6,
262,고흥,2024-05-19,19.7,,1.2,61.1,,,0,
262,고흥,2024-05-20,21,,1.5,58.1,,,2.3,
262,고흥,2024-05-21,19.1,,1.5,76.9,,,2.3,
262,고흥,2024-05-22,19.2,,1,77.3,,,7.8,
262,고흥,2024-05-23,22.5,,1.3,65.6,,,4.5,
262,고흥,2024-05-24,20.7,,1.6,65.6,,,0.4,
262,고흥,2024-05-25,19.2,,1.6,59.9,,,3.8,
262,고흥,2024-05-26,19.3,9,1.4,86.9,,,7,
262,고흥,2024-05-27,20.2,,2.7,58.9,,,8,
262,고흥,2024-05-28,19.7,,1.6,60.4,,,3.6,
262,고흥,2024-05-29,19.1,,1.2,71.4,,,2.1,
262,고흥,2024-05-30,19,0.6,0.8,76.4,,,9.8,
262,고흥,2024-05-31,20.6,0.8,1.9,71.3,,,4.8,
262,고흥,2024-06-01,20.4,,2.8,59.3,,,4.5,
262,고흥,2024-06-02,20.7,,2,54.6,,,7.3,
262,고흥,2024-06-03,19.3,,1.5,72.5,,,3.6,
262,고흥,2024-06-04,19.4,,1.2,72.6,,,3,
262,고흥,2024-06-05,19.4,,1.1,68.8,,,7.3,
262,고흥,2024-06-06,18.9,0,0.9,81.4,,,9.6,
262,고흥,2024-06-07,20.9,,1,73,,,9,
262,고흥,2024-06-08,19.7,32.8,1.1,93.1,,,9.4,
262,고흥,2024-06-09,22.6,,1.6,82.1,,,5.6,
262,고흥,2024-06-10,22.7,,1.3,72.3,,,2.9,
262,고흥,2024-06-11,22.6,,1.2,69.3,,,4.9,
262,고흥,2024-06-12,22.5,,1.2,72.8,,,2.4,
262,고흥,2024-06-13,24.1,,1.2,68.6,,,0,
262,고흥,2024-06-14,23.8,,1,73.8,,,5.1,
262,고흥,2024-06-15,25.3,,1.5,75,,,5.4,
262,고흥,2024-06-16,25,,2.8,65.3,,,3.9,
262,고흥,2024-06-17,20.8,,0.6,79.4,,,7.6,
